Plot,Total_Cover,Scientific_name,Species_name,Sp_Cover,Flower,Fruit,Seedling_Only,Canopy_Cover,Intercept_Rank,Collected,Unkn_No.(MCG001),Comments,Date,Botanist,Assistant,Clean up Notes
464,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""6-25""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
464,"""76-95""",Solidago canadensis,Canada goldenrod,"""76-95""",NA,NA,NA,NA,1,,,,6/30/21,Mary-Claire,,
464,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
464,"""76-95""",Vicia sativa,garden vetch,"""<1""",NA,Y,NA,NA,NA,,,,6/30/21,Mary-Claire,,
465,"""76-95""",Acer rubrum,red maple,"""<1""",NA,NA,Y,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Artemisia ludoviciana,white sagebrush,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,Changed from Artemisia campestris subsp. caudata
465,"""76-95""",Celastrus orbiculatus,Oriental bittersweet,"""51-75""",NA,NA,NA,NA,1,,,,6/30/21,Isaac,,
465,"""76-95""",Cirsium discolor,field thistle,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Convolvulus arvensis,field bindweed,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""<1""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Galium triflorum,fragrant bedstraw,"""<1""",NA,NA,Y,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Hypericum perforatum,common St. Johnswort,"""6-25""",Y,NA,NA,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",Y,NA,NA,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Oenothera biennis,common evening primrose,"""1-5""",NA,NA,Y,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Oxalis dillenii,slender yellow woodsorrel,"""<1""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Rhus glabra,smooth sumac,"""<1""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
465,"""76-95""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,2,,,,6/30/21,Isaac,,
466,"""51-75""",Achillea millefolium,common yarrow,"""<1""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Andropogon gerardi,big bluestem,"""26-50""",NA,NA,NA,NA,2,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Artemisia ludoviciana,white sagebrush,"""6-25""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,Changed from Artemisia campestris subsp. caudata
466,"""51-75""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,Y,,"yellowish 4mm wide 1ft H, branches along stem, base striped white green, Xsect Vulture, outer sheath clear invisible",6/30/21,Mary-Claire,,
466,"""51-75""",Desmodium illinoense,Illinois tick trefoil,"""1-5""",NA,NA,NA,NA,4,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Dichanthelium leibergii,Leiberg's panicum,"""1-5""",Y,NA,NA,NA,3,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Erigeron annuus,eastern daisy fleabane,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Euphorbia corollata,flowering spurge,"""1-5""",NA,NA,NA,NA,1,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Euthamia graminifolia,flat-top goldentop,"""6-25""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Lespedeza capitata,roundhead lespedeza,"""<1""",NA,NA,Y,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Monarda fistulosa,wild bergamot,"""6-25""",Y,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Panicum virgatum,switchgrass,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Solidago canadensis,Canada goldenrod,"""6-25""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Symphyotrichum laeve,smooth blue aster,"""<1""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Tradescantia ohiensis,bluejacket,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
466,"""51-75""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,6/30/21,Mary-Claire,,
467,"""51-75""",Achillea millefolium,common yarrow,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Ageratina altissima,white snakeroot,"""<1""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Andropogon gerardi,big bluestem,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Galium triflorum,fragrant bedstraw,"""26-50""",NA,Y,NA,NA,3,,,,6/30/21,Isaac,,
467,"""51-75""",Onoclea sensibilis,sensitive fern,"""<1""",NA,NA,Y,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Solidago canadensis,Canada goldenrod,"""51-75""",NA,NA,NA,NA,1,,,,6/30/21,Isaac,,
467,"""51-75""",Solidago gigantea,giant goldenrod,"""6-25""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Symphyotrichum lanceolatum,white panicled American aster,"""1-5""",NA,NA,NA,NA,2,,,,6/30/21,Isaac,,
467,"""51-75""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
467,"""51-75""",Toxicodendron radicans,eastern poison ivy,"""1-5""",NA,NA,NA,NA,NA,,,,6/30/21,Isaac,,
468,"""76-95""",Amorpha canescens,leadplant,"""1-5""",NA,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Andropogon gerardi,big bluestem,"""1-5""",Y,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Angelica atropurpurea,purplestem angelica,"""<1""",NA,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Brickellia eupatorioides,false boneset,"""1-5""",Y,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Euphorbia corollata,flowering spurge,"""<1""",NA,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Oenothera gaura,biennial beeblossom,"""<1""",NA,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Rhus glabra,smooth sumac,"""51-75""",NA,NA,NA,NA,1,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,Y,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""6-25""",NA,Y,NA,NA,NA,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,2,,,,9/1/21,Mary-Claire,,
468,"""76-95""",Vitis riparia,riverbank grape,"""26-50""",NA,NA,NA,NA,3,,,,9/1/21,Mary-Claire,,
469,"""96-100""",Andropogon gerardi,big bluestem,"""6-25""",Y,NA,NA,NA,NA,,,,9/1/21,Isaac,,
469,"""96-100""",Hypericum perforatum,common St. Johnswort,"""1-5""",NA,NA,NA,NA,NA,,,,9/1/21,Isaac,,
469,"""96-100""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,9/1/21,Isaac,,
469,"""96-100""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,3,,,,9/1/21,Isaac,,
469,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""6-25""",NA,Y,NA,NA,2,,,,9/1/21,Isaac,,
469,"""96-100""",Solidago canadensis,Canada goldenrod,"""76-95""",Y,NA,NA,NA,1,,,,9/1/21,Isaac,,
470,"""96-100""",Andropogon gerardi,big bluestem,"""6-25""",NA,Y,NA,NA,2,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Carex vulpinoidea,fox sedge,"""6-25""",NA,Y,NA,NA,3,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Epilobium coloratum,purpleleaf willowherb,"""<1""",NA,Y,NA,NA,NA,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Erigeron canadensis,Canadian horseweed,"""<1""",NA,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Hypericum perforatum,common St. Johnswort,"""<1""",NA,NA,Y,NA,NA,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Oxalis stricta,common yellow oxalis,"""<1""",NA,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Poa pratensis,Kentucky bluegrass,"""76-95""",NA,NA,NA,NA,4,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/1/21,Mary-Claire,,
470,"""96-100""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,1,,,,9/1/21,Mary-Claire,,
471,"""76-95""",Andropogon gerardi,big bluestem,"""6-25""",NA,Y,NA,NA,NA,,,,9/1/21,Isaac,,
471,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,9/1/21,Isaac,,
471,"""76-95""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/1/21,Isaac,,
471,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""6-25""",NA,Y,NA,NA,NA,,,,9/1/21,Isaac,,
471,"""76-95""",Solidago canadensis,Canada goldenrod,"""51-75""",Y,NA,NA,NA,NA,,,,9/1/21,Isaac,,
472,"""76-95""",Amorpha canescens,leadplant,"""6-25""",NA,NA,NA,NA,4,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Andropogon gerardi,big bluestem,"""1-5""",NA,NA,NA,NA,2,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Eryngium yuccifolium,button eryngo,"""<1""",NA,NA,Y,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Geum aleppicum,yellow avens,"""<1""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Hypericum perforatum,common St. Johnswort,"""6-25""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Muhlenbergia mexicana,Mexican muhly,"""1-5""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Oenothera gaura,biennial beeblossom,"""<1""",NA,NA,Y,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Oxalis dillenii,slender yellow woodsorrel,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Parthenocissus quinquefolia,Virginia creeper,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Poa compressa,Canada bluegrass,"""26-50""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Poa pratensis,Kentucky bluegrass,"""26-50""",NA,NA,NA,NA,3,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Rosa arkansana,prairie rose,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""6-25""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,1,,,,9/2/21,Mary-Claire,,
472,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
473,"""96-100""",Andropogon gerardi,big bluestem,"""6-25""",NA,NA,NA,NA,1,,,,9/2/21,Isaac,,
473,"""96-100""",Baptisia alba,white wild indigo,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
473,"""96-100""",Cirsium discolor,field thistle,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
473,"""96-100""",Hypericum perforatum,common St. Johnswort,"""1-5""",NA,Y,NA,NA,NA,,,,9/2/21,Isaac,,
473,"""96-100""",Muhlenbergia mexicana,Mexican muhly,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
473,"""96-100""",Oxalis stricta,common yellow oxalis,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
473,"""96-100""",Poa compressa,Canada bluegrass,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
473,"""96-100""",Solidago canadensis,Canada goldenrod,"""76-95""",Y,NA,NA,NA,2,,,mp 56,9/2/21,Isaac,,
474,"""76-95""",Agrostis gigantea,redtop,"""51-75""",NA,NA,NA,NA,2,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,NA,,,"mostly dried, 2mm W 2ft H,Xsect flattened V, orange sheath, base brown",9/2/21,Mary-Claire,,
474,"""76-95""",Carex tenera,quill sedge,"""1-5""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Euthamia graminifolia,flat-top goldentop,"""1-5""",NA,Y,NA,NA,1,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Fragaria virginiana,Wild Strawberry,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Geum aleppicum,yellow avens,"""51-75""",NA,Y,NA,NA,4,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Muhlenbergia mexicana,Mexican muhly,"""<1""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
474,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,3,,,,9/2/21,Mary-Claire,,
475,"""76-95""",Agrostis gigantea,redtop,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Andropogon gerardi,big bluestem,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Carex sp.,sedge sp.,"""<1""",NA,NA,NA,NA,NA,,,leaves eminating from sheath near ground. bright green 2mm apart with m shaped crossection. 1 foot high and starting to die. ,9/2/21,Isaac,,
475,"""76-95""",Cornus amomum,silky dogwood,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Cornus racemosa,gray dogwood,"""51-75""",NA,NA,NA,NA,1,,,,9/2/21,Isaac,,
475,"""76-95""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Geum aleppicum,yellow avens,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Hypericum perforatum,common St. Johnswort,"""6-25""",NA,NA,NA,NA,3,,,,9/2/21,Isaac,,
475,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Sphenopholis intermedia,slender wedgescale,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
475,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""<1""",NA,NA,NA,NA,2,,,,9/2/21,Isaac,,
476,"""76-95""",Andropogon gerardi,big bluestem,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Cornus racemosa,gray dogwood,"""51-75""",NA,Y,NA,NA,2,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Dichanthelium acuminatum,tapered rosette grass,"""<1""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Fragaria virginiana,Wild Strawberry,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Geum aleppicum,yellow avens,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Hypericum perforatum,common St. Johnswort,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Muhlenbergia mexicana,Mexican muhly,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Prunus americana,American plum,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Pycnanthemum virginianum,mountain mint,"""1-5""",NA,NA,NA,NA,3,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Rosa arkansana,prairie rose,"""1-5""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
476,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,1,,,,9/2/21,Mary-Claire,,
477,"""96-100""",Agrostis gigantea,redtop,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
477,"""96-100""",Cornus racemosa,gray dogwood,"""26-50""",NA,NA,NA,NA,1,,,,9/2/21,Isaac,,
477,"""96-100""",Cornus sericea,redosier dogwood,"""1-5""",NA,NA,NA,NA,2,,,,9/2/21,Isaac,,
477,"""96-100""",Fragaria virginiana,Wild Strawberry,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
477,"""96-100""",Geum aleppicum,yellow avens,"""26-50""",NA,Y,NA,NA,4,,,,9/2/21,Isaac,,
477,"""96-100""",Juncus tenuis,poverty rush,"""6-25""",NA,NA,NA,NA,5,,,,9/2/21,Isaac,,
477,"""96-100""",Lycopus americanus,Water Horehound,"""1-5""",Y,NA,NA,NA,NA,,,,9/2/21,Isaac,,
477,"""96-100""",Persicaria sagittata,arrow-leaved tearthumb,"""1-5""",Y,NA,NA,NA,NA,,,,9/2/21,Isaac,,
477,"""96-100""",Poa pratensis,Kentucky bluegrass,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
477,"""96-100""",Pycnanthemum virginianum,mountain mint,"""6-25""",Y,NA,NA,NA,NA,,,,9/2/21,Isaac,,
477,"""96-100""",Symphyotrichum ericoides,heath aster,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
477,"""96-100""",Symphyotrichum firmum,shining aster,"""6-25""",NA,NA,NA,NA,3,,,,9/2/21,Isaac,,
478,"""76-95""",Achillea millefolium,common yarrow,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Agrostis gigantea,redtop,"""1-5""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Antennaria neglecta,field pussytoes,"""26-50""",NA,NA,NA,NA,5,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Carex tenera,quill sedge,"""6-25""",NA,NA,NA,NA,4,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Cornus racemosa,gray dogwood,"""1-5""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Dichanthelium acuminatum,tapered rosette grass,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Euphorbia corollata,flowering spurge,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Hackelia virginiana,beggarslice,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""6-25""",Y,NA,NA,NA,1,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Poa pratensis,Kentucky bluegrass,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Pycnanthemum virginianum,mountain mint,"""1-5""",NA,Y,NA,NA,3,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,2,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Symphyotrichum ericoides,heath aster,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
478,"""76-95""",Trifolium pratense,red clover,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
479,"""76-95""",Achillea millefolium,common yarrow,"""1-5""",NA,NA,NA,NA,5,,,,9/2/21,Isaac,,
479,"""76-95""",Carex stricta,upright sedge,"""6-25""",NA,NA,NA,NA,3,,,,9/2/21,Isaac,,
479,"""76-95""",Cornus sericea,redosier dogwood,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
479,"""76-95""",Dichanthelium acuminatum,tapered rosette grass,"""<1""",NA,Y,NA,NA,NA,,,,9/2/21,Isaac,,
479,"""76-95""",Euthamia graminifolia,flat-top goldentop,"""1-5""",Y,NA,NA,NA,2,,,,9/2/21,Isaac,,
479,"""76-95""",Monarda fistulosa,wild bergamot,"""6-25""",NA,NA,NA,NA,4,,,,9/2/21,Isaac,,
479,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
479,"""76-95""",Solidago canadensis,Canada goldenrod,"""51-75""",Y,NA,NA,NA,1,,,,9/2/21,Isaac,,
479,"""76-95""",Symphyotrichum ericoides,heath aster,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
480,"""51-75""",Achillea millefolium,common yarrow,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Agrostis gigantea,redtop,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Carex sp.,sedge sp.,"""6-25""",NA,NA,NA,NA,5,,,"2mm W 2ft long, Xsect flattened V,sheath orangish , base brown",9/2/21,Mary-Claire,,
480,"""51-75""",Cornus racemosa,gray dogwood,"""6-25""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Erechtites hieraciifolius,American burnweed,"""<1""",Y,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Erigeron pulchellus,robin's plantain,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Euphorbia corollata,flowering spurge,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Gentiana andrewsii,closed bottle gentian,"""1-5""",Y,NA,NA,NA,NA,,,just turning blue,9/2/21,Mary-Claire,,
480,"""51-75""",Geum aleppicum,yellow avens,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Juncus dudleyi,Dudley's rush,"""<1""",NA,Y,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Monarda fistulosa,wild bergamot,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Poa pratensis,Kentucky bluegrass,"""<1""",NA,NA,NA,NA,4,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Pycnanthemum virginianum,mountain mint,"""6-25""",NA,Y,NA,NA,3,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,Y,NA,NA,2,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,1,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Symphyotrichum novae-angliae,New England aster,"""<1""",NA,NA,Y,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Veronicastrum virginicum,Culver's root,"""<1""",NA,NA,Y,NA,NA,,,,9/2/21,Mary-Claire,,
480,"""51-75""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
481,"""96-100""",Calamagrostis canadensis,bluejoint grass,"""76-95""",NA,NA,NA,NA,1,,,,9/2/21,Isaac,,
481,"""96-100""",Carex stricta,upright sedge,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
481,"""96-100""",Poa palustris,fowl bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
481,"""96-100""",Pycnanthemum virginianum,mountain mint,"""6-25""",NA,Y,NA,NA,NA,,,,9/2/21,Isaac,,
481,"""96-100""",Rosa blanda,smooth rose,"""6-25""",NA,Y,NA,NA,NA,,,,9/2/21,Isaac,,
481,"""96-100""",Solidago gigantea,giant goldenrod,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
481,"""96-100""",Symphyotrichum firmum,shining aster,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
482,"""96-100""",Calamagrostis canadensis,bluejoint grass,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
482,"""96-100""",Carex stipata,awlfruit sedge,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
482,"""96-100""",Carex stricta,upright sedge,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
482,"""96-100""",Epilobium coloratum,purpleleaf willowherb,"""<1""",NA,NA,NA,NA,NA,,,,9/2/21,Mary-Claire,,
482,"""96-100""",Persicaria hydropiper,marshpepper knotweed,"""6-25""",Y,Y,NA,NA,2,,,,9/2/21,Mary-Claire,,
482,"""96-100""",Phalaris arundinacea,reed canarygrass,""">95""",NA,NA,NA,NA,1,,,,9/2/21,Mary-Claire,,
483,"""96-100""",Calamagrostis canadensis,bluejoint grass,"""6-25""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
483,"""96-100""",Carex stipata,awlfruit sedge,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
483,"""96-100""",Persicaria hydropiper,marshpepper knotweed,"""1-5""",NA,NA,NA,NA,NA,,,,9/2/21,Isaac,,
483,"""96-100""",Phalaris arundinacea,reed canarygrass,"""76-95""",NA,NA,NA,NA,1,,,,9/2/21,Isaac,,
484,"""96-100""",Calamagrostis canadensis,bluejoint grass,"""26-50""",NA,NA,NA,NA,2,,,,9/2/21,Mary-Claire,,
